tahun,bulan,nama_kota,nama_kecamatan,nama_kelurahan,jenis_kelamin,jumlah
2019,01,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Laki-laki,
2019,01,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Laki-laki,1
2019,01,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Laki-laki,4
2019,01,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Laki-laki,4
2019,01,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Laki-laki,3
2019,01,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Laki-laki,3
2019,01,JAKARTA PUSAT,GAMBIR,GAMBIR,Laki-laki,9
2019,01,JAKARTA PUSAT,GAMBIR,CIDENG,Laki-laki,12
2019,01,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Laki-laki,31
2019,01,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Laki-laki,3
2019,01,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Laki-laki,14
2019,01,JAKARTA PUSAT,GAMBIR,DURI PULO,Laki-laki,11
2019,01,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Laki-laki,21
2019,01,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Laki-laki,10
2019,01,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Laki-laki,13
2019,01,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Laki-laki,9
2019,01,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Laki-laki,8
2019,01,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Laki-laki,24
2019,01,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Laki-laki,18
2019,01,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Laki-laki,23
2019,01,JAKARTA PUSAT,KEMAYORAN,SERDANG,Laki-laki,7
2019,01,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Laki-laki,16
2019,01,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Laki-laki,18
2019,01,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Laki-laki,33
2019,01,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Laki-laki,15
2019,01,JAKARTA PUSAT,S E N E N,SENEN,Laki-laki,11
2019,01,JAKARTA PUSAT,S E N E N,KENARI,Laki-laki,19
2019,01,JAKARTA PUSAT,S E N E N,PASEBAN,Laki-laki,16
2019,01,JAKARTA PUSAT,S E N E N,KRAMAT,Laki-laki,3
2019,01,JAKARTA PUSAT,S E N E N,KWITANG,Laki-laki,14
2019,01,JAKARTA PUSAT,S E N E N,BUNGUR,Laki-laki,26
2019,01,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Laki-laki,38
2019,01,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Laki-laki,15
2019,01,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Laki-laki,16
2019,01,JAKARTA PUSAT,MENTENG,MENTENG,Laki-laki,10
2019,01,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Laki-laki,5
2019,01,JAKARTA PUSAT,MENTENG,CIKINI,Laki-laki,2
2019,01,JAKARTA PUSAT,MENTENG,GONDANGDIA,Laki-laki,3
2019,01,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Laki-laki,5
2019,01,JAKARTA PUSAT,TANAH ABANG,GELORA,Laki-laki,15
2019,01,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Laki-laki,13
2019,01,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-laki,32
2019,01,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-laki,38
2019,01,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-laki,14
2019,01,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-laki,8
2019,01,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-laki,23
2019,01,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-laki,15
2019,01,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-laki,14
2019,01,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-laki,17
2019,01,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-laki,82
2019,01,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-laki,16
2019,01,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-laki,32
2019,01,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-laki,55
2019,01,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-laki,31
2019,01,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-laki,42
2019,01,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-laki,47
2019,01,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-laki,33
2019,01,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-laki,19
2019,01,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-laki,50
2019,01,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-laki,62
2019,01,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-laki,29
2019,01,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-laki,27
2019,01,JAKARTA UTARA,KOJA,KOJA,Laki-laki,45
2019,01,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-laki,39
2019,01,JAKARTA UTARA,KOJA,LAGOA,Laki-laki,27
2019,01,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-laki,43
2019,01,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-laki,34
2019,01,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-laki,40
2019,01,JAKARTA UTARA,CILINCING,CILINCING,Laki-laki,59
2019,01,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-laki,22
2019,01,JAKARTA UTARA,CILINCING,MARUNDA,Laki-laki,52
2019,01,JAKARTA UTARA,CILINCING,KALIBARU,Laki-laki,33
2019,01,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-laki,34
2019,01,JAKARTA UTARA,CILINCING,ROROTAN,Laki-laki,61
2019,01,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-laki,31
2019,01,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-laki,44
2019,01,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-laki,22
2019,01,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-laki,16
2019,01,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-laki,33
2019,01,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-laki,32
2019,01,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-laki,53
2019,01,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-laki,67
2019,01,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-laki,56
2019,01,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-laki,31
2019,01,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-laki,102
2019,01,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-laki,51
2019,01,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-laki,10
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-laki,19
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-laki,11
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-laki,16
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-laki,16
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-laki,13
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-laki,26
2019,01,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-laki,1
2019,01,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-laki,4
2019,01,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-laki,3
2019,01,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-laki,7
2019,01,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-laki,7
2019,01,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-laki,5
2019,01,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-laki,2
2019,01,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-laki,7
2019,01,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-laki,7
2019,01,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-laki,10
2019,01,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-laki,6
2019,01,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-laki,12
2019,01,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-laki,6
2019,01,JAKARTA BARAT,TAMBORA,KRENDANG,Laki-laki,19
2019,01,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-laki,20
2019,01,JAKARTA BARAT,TAMBORA,ANGKE,Laki-laki,10
2019,01,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-laki,9
2019,01,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-laki,4
2019,01,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-laki,7
2019,01,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-laki,34
2019,01,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-laki,9
2019,01,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-laki,26
2019,01,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-laki,15
2019,01,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-laki,32
2019,01,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-laki,29
2019,01,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-laki,20
2019,01,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-laki,52
2019,01,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-laki,54
2019,01,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-laki,58
2019,01,JAKARTA BARAT,KALI DERES,KAMAL,Laki-laki,67
2019,01,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-laki,57
2019,01,JAKARTA BARAT,PAL MERAH,PALMERAH,Laki-laki,39
2019,01,JAKARTA BARAT,PAL MERAH,SLIPI,Laki-laki,8
2019,01,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Laki-laki,10
2019,01,JAKARTA BARAT,PAL MERAH,JATIPULO,Laki-laki,22
2019,01,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Laki-laki,17
2019,01,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Laki-laki,15
2019,01,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-laki,43
2019,01,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-laki,24
2019,01,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-laki,37
2019,01,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-laki,41
2019,01,JAKARTA BARAT,KEMBANGAN,JOGLO,Laki-laki,22
2019,01,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Laki-laki,13
2019,01,JAKARTA SELATAN,TEBET,TEBET TIMUR,Laki-laki,17
2019,01,JAKARTA SELATAN,TEBET,TEBET BARAT,Laki-laki,25
2019,01,JAKARTA SELATAN,TEBET,MENTENG DALAM,Laki-laki,24
2019,01,JAKARTA SELATAN,TEBET,KEBON BARU,Laki-laki,24
2019,01,JAKARTA SELATAN,TEBET,BUKIT DURI,Laki-laki,28
2019,01,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Laki-laki,18
2019,01,JAKARTA SELATAN,TEBET,MANGGARAI,Laki-laki,23
2019,01,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Laki-laki,4
2019,01,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Laki-laki,4
2019,01,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Laki-laki,12
2019,01,JAKARTA SELATAN,SETIA BUDI,KARET,Laki-laki,6
2019,01,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Laki-laki,24
2019,01,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Laki-laki,29
2019,01,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Laki-laki,1
2019,01,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Laki-laki,6
2019,01,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Laki-laki,22
2019,01,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Laki-laki,23
2019,01,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Laki-laki,37
2019,01,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Laki-laki,34
2019,01,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Laki-laki,19
2019,01,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Laki-laki,30
2019,01,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Laki-laki,23
2019,01,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Laki-laki,40
2019,01,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Laki-laki,27
2019,01,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Laki-laki,61
2019,01,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Laki-laki,39
2019,01,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Laki-laki,31
2019,01,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Laki-laki,45
2019,01,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Laki-laki,49
2019,01,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Laki-laki,49
2019,01,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Laki-laki,34
2019,01,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Laki-laki,36
2019,01,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Laki-laki,60
2019,01,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Laki-laki,25
2019,01,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Laki-laki,35
2019,01,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Laki-laki,32
2019,01,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Laki-laki,15
2019,01,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Laki-laki,13
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Laki-laki,2
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Laki-laki,6
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Laki-laki,11
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Laki-laki,
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Laki-laki,
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Laki-laki,2
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Laki-laki,7
2019,01,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Laki-laki,6
2019,01,JAKARTA SELATAN,PANCORAN,PANCORAN,Laki-laki,33
2019,01,JAKARTA SELATAN,PANCORAN,KALIBATA,Laki-laki,35
2019,01,JAKARTA SELATAN,PANCORAN,RAWAJATI,Laki-laki,11
2019,01,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Laki-laki,34
2019,01,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Laki-laki,34
2019,01,JAKARTA SELATAN,PANCORAN,CIKOKO,Laki-laki,17
2019,01,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Laki-laki,23
2019,01,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Laki-laki,6
2019,01,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Laki-laki,45
2019,01,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Laki-laki,51
2019,01,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Laki-laki,26
2019,01,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Laki-laki,48
2019,01,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Laki-laki,39
2019,01,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Laki-laki,24
2019,01,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Laki-laki,46
2019,01,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Laki-laki,41
2019,01,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Laki-laki,42
2019,01,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Laki-laki,41
2019,01,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Laki-laki,34
2019,01,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Laki-laki,25
2019,01,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Laki-laki,21
2019,01,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Laki-laki,25
2019,01,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Laki-laki,12
2019,01,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Laki-laki,14
2019,01,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Laki-laki,26
2019,01,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Laki-laki,38
2019,01,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Laki-laki,20
2019,01,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Laki-laki,37
2019,01,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Laki-laki,15
2019,01,JAKARTA TIMUR,PULO GADUNG,JATI,Laki-laki,29
2019,01,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Laki-laki,33
2019,01,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Laki-laki,25
2019,01,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Laki-laki,23
